type_id,sub_object,sub_object_code,object,object_code,character,character_code
2621,Kin-Gap Aid,537340,Aid Payments,537,Aid Payments,537
2622,SFCCD Contribution,473212,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
2623,Food,546990,Food,546,Materials & Supplies,540
2624,Color Scheme Permit-Lease Pymt,420237,Other Business/Prof Licenses,OTH_BUS_PROF_LIC,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
2625,Other Equip L-P-Fin Agency-Ren,564990,EquipLease/Pur/CityFinAgOpt,EQUIP_LS_PUR_OPTRE,Capital Outlay,CAP_OUTLAY
2626,Vision Care -USD -Active,473265,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
2627,TransferOfAsset To FiscalAgent,554510,Other Fixed Charges,OTH_FIX_CHGS,Non-Personnel Services,NON_PERS_SVCS
2628,OTI Fr 3C/PFI-Police Dept Fac Cap Prj,9303P,Other Operating Transfers In,493,Operating Transfers In,491
2629,Cafeteria Sales,39901,Other Concessions,439,Rents & Concessions,435
2630,"Shop,Bldg&Field Eq-L/P-Fin Agen-Renewal",06441,Eq Lease-Pur-CtyFinAgcy-Opt Re,564,Capital Outlay,560
2631,OTI Fr 2S-Rpf-Real Property Fd,493020,Other Operating Transfers In,493,Operating Transfers In,491
2632,Rental-ITB (Non-Airline),437216,SFO-Passenger Terminal Rental,437,Rents & Concessions,435
2633,Holiday Pay - Misc,501070,Holiday Pay,HOL_PAY,Salaries,SALARIES
2634,RetireeHlthCare-CityMatchPropC,515030,Health Service,515,Mandatory Fringe Benefits,513
2635,Telephone Chrgs (Tis Use Only),532310,Utilities,UTILITIES,Non-Personnel Services,NON_PERS_SVCS
2636,Exp Rec Fr Juvenile Court (Non-AAO),875JV,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
2637,Exp Rec Fr Assessor (AAO),486070,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2638,Prior Year Settlement-Medicare,465990,Net Patient Revenue,NET_PAT_REV,Charges for Services,CHGS_FOR_SERVICES
2639,Lead Base Hazard Reductn Assis,539150,Lead Base Hazard Reductn Assis,539150,Other Support/Care of Persons,OTH_SUP_CARE_PERS
2640,Rep-Payee Fees - Revenue,460146,General Government Services,460,Charges For Services,460
2641,Exp Rec Fr Mayor (Non-AAO),875MY,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
2642,Sale Of Electricity-Retail,468614,Electricity Sales,468,Charges For Services,460
2643,Cap. Fees-Hlth Plan Settlemnts,465950,Net Patient Revenue,465,Charges For Services,460
2644,Telephone Chrgs-Non Work Order,532410,Utilities,532,Non Personnel Services,521
2645,Exp Rec Fr County Ed(Non-AAO),875SD,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
2646,Percentage Rental,436370,Port - Comm/Indst Rent/Concess,PORT_COMM_IND_RENT,Rents & Concessions,RENTS_CONCESSIONS
2647,Sutter-Stockton Garage,435223,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
2648,ITO To 5O Taxi Opererating Fd,595270,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
2649,PropositionB RetHlthCarePretax,470201,Proposition B Health Care,470,Contribtns (Ret;Hss;Hlth Care),470
2650,ADM Data Policy and Privacy,581085,ADM Data Policy and Privacy,581085,Services Of Other Depts,SVCS_OTHER_DEPTS
2651,Loan Interest Expense,574210,Debt Interest & Other Charges,DEBT_INT_OTH_CHGS,Debt Service,DEBT_SERVICE
2652,IHSS Contract-Mode StateGfShre,445204,State-Public Assistance Prog,445,Intergovernmental Rev-State,445
2653,State Highway Land Rental,48913,State - Other,448,Intergovernmental Rev-State,445
2654,Pharmaceutical,544610,Hospital;Clinic & Lab Supplies,544,Materials & Supplies,540
2655,Payments To Poll Workers,527100,Profess & Specialized Svcs,527,Non Personnel Services,521
2656,ITI Fr 2S-Chs-Comm Health Svcs,495036,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
2657,Rental Car Facility Fee,437321,SFO-Paved-Unimpr-Nonair Rent,437,Rents & Concessions,435
2658,GF-Rent Paid To Real Estate,581890,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2659,OTO To 3C-PHF-Publif Health CP,591449,Other Operating Transfers Out,593,Operating Transfers Out,591
2660,Commissions - Printers-Copiers,462543,Library Services,462,Charges For Services,460
2661,Parking Meter Credit Card,435115,Parking Meter Collections,PARK_METER_COLL,Rents & Concessions,RENTS_CONCESSIONS
2662,Lighting,542310,Building & Constructn Supplies,542,Materials & Supplies,540
2663,GF-Children;Youth;& Family Svc,581300,GF-Children;Youth;& Family Svc,581300,Services Of Other Depts,SVCS_OTHER_DEPTS
2664,Foster Hm Licensing Assistance,536250,Aid Assistance,536,Aid Assistance,536
2665,Seismic Safety Loans,539610,Seismic Safety Loans,539610,Other Support/Care of Persons,OTH_SUP_CARE_PERS
2666,CWS IVB,45148,State-Public Assistance Admin,445,Intergovernmental Rev-State,445
2667,ITO To 2S/LIB-Public LibraryFd,595100,ITO To 2S/LIB-Public LibraryFd,595100,Intrafund Transfers Out,INTRA_TFR_OUT
2668,Exp Rec Fr Real Estate (AAO),486600,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2669,Penaltes-Plumbng-MechanclPermt,461131,Planning & Engineering Svcs,461,Charges For Services,460
2670,ITO to 4D/ODS-Other Debt Service Funds,0954Z,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
2671,Real Property Transfer Tax,412510,Property Transfer Tax,PROP_TRNS_TAX,Other Local Taxes,OTHER_LOC_TAX
2672,Med Multi Plans-US Behavioral Health,05632,Hlth Svc Fnd-Other Benefit Exp,558,Fiduciary-Benefit Payments,555
2673,'Parklets' Permit Fee,460500,Public Safety Service Charges,460,Charges For Services,460
2674,OTI Fr 4D-ODS-Other Debt SvcFd,493026,Other Operating Transfers In,493,Operating Transfers In,491
2675,Condominium Conversions,460180,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
2676,Laboratory Supplies,544310,Hospital;Clinic & Lab Supplies,544,Materials & Supplies,540
2677,Paid Ballot Argument Fee,460149,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
2678,Short-DyleMedi-CalE-RGrossChrg,465404,Emergency Room Revenues,EMERG_RM_REV,Charges for Services,CHGS_FOR_SERVICES
2679,Port-Parking Stalls,435260,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
2680,Muni Feeder Svc To BART Statin,466103,Transit Pass Revenue,466,Charges For Services,460
2681,Private Ins E-R Gross Charges,465405,Emergency Room Revenues,EMERG_RM_REV,Charges for Services,CHGS_FOR_SERVICES
2682,Minor Medical Equipment,544510,Hospital;Clinic & Lab Supplies,544,Materials & Supplies,540
2683,Non-Air Travel - Employees,521050,Travel,521,Non Personnel Services,521
2684,MTA Overhead Cost Recovery,579050,Allocated Charges,ALLOC_CHGS,Overhead and Allocations,OH_ALLOCS
2685,Health Pretax-Hlth Plan,73105,Health Serv Fund-Emply Contrib,469,Charges For Services,460
2686,PB IP Jail FC115,465575,PB Inpatient Revenue,PB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
2687,B Flx Medical Capitation,556120,HlthSvcFnd-HMO/Dental/Disab,HLTH_SVC_HOM_DNT_DIS,Fiduciary-Benefit Payments,FID_BEN_PMT
2688,Temp Misc Sick Pay,505020,Temp Misc Salaries,TEMP_MISC,Salaries,SALARIES
2689,ITO To 5C-Cleanwater Prog Fd,595220,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
2690,Health Care Security Ord Penal,425945,Other Forfeitures & Penalties,425,Fines; Forfeitures & Penalties,425
2691,Managed Care C-A-Other-O-P Adj,465855,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2692,SF City Planning Permits-Fees,552230,Taxes; Licenses & Permits,552,Non Personnel Services,521
2693,HlthPosttax-FlxBenEmpPaidDed29,473119,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
2694,Revenue Sharing Program,44926,Federal-Other,444,Intergovernmental Rev-Federal,440
2695,GF-Con-Financial Systems,581120,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2696,Local Share Grant Match,554110,Other Fixed Charges,554,Non Personnel Services,521
2697,"Ret City Share, Misc (Old)",470113,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
2698,Specialized Care Incentive,45146,State-Public Assistance Admin,445,Intergovernmental Rev-State,445
2699,EF-Airport,581010,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2700,ITI Fr 2S-Pwf-Public Works Fd,495013,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
2701,CAAP-Calm Aid-Cash Aid Lnk Med,537240,Aid Payments,537,Aid Payments,537
2702,Exp Rec Fr Art Comssn NonAao,487300,Expend Recov-Svc to Non AAO,EXP_REC_SVC_NONAAO,Expenditure Recovery,EXP_RECOVERY
2703,Medical Equip Maint,529410,Maint Svcs-Equipment,MNTSVCS_EQUIP,Non-Personnel Services,NON_PERS_SVCS
2704,Motor Vehicle In-Lieu County,446111,State-Motor Veh In-Lieu Tax,446,Intergovernmental Rev-State,445
2705,FBO-Other Services,467651,SFO-Fuel: Oil & Other Services,SFO_FUEL_OIL_OTH_SVC,Charges for Services,CHGS_FOR_SERVICES
2706,SB1128LHHCopConstrctnReimbCrrp,479950,Other Non-Operating Revenues,479,Other Revenues,475
2707,OffceOfLabor StdEnforcmntPenal,425940,Other Forfeitures & Penalties,425,Fines; Forfeitures & Penalties,425
2708,GF-Con-Payroll-Personnel,581150,GF-Con-Payroll-Personnel,581150,Services Of Other Depts,SVCS_OTHER_DEPTS
2709,Parking Appeal Fee,460109,General Government Services,460,Charges For Services,460
2710,SF DPH Haz Mat-Hmupa Fees,552270,Taxes; Licenses & Permits,552,Non Personnel Services,521
2711,Travel Costs Paid To Employees,521010,Travel,521,Non Personnel Services,521
2712,SaleOfElectricity-City Wrkordr,468613,Electricity Sales,468,Charges For Services,460
2713,Hlthy SF W-Out Hcci-C-A-E-R,465861,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2714,Forms,549310,Other Materials & Supplies,549,Materials & Supplies,540
2715,GF-Bus & Ecn Dev,581330,GF-Bus & Ecn Dev,581330,Services Of Other Depts,SVCS_OTHER_DEPTS
2716,Ems Training Prog Renewal Fee,460905,Emergency Srvc Related Charges,EMER_SVC_REL_CHG,Charges for Services,CHGS_FOR_SERVICES
2717,GF-HRd-Persnnl Anlyst Devlpmnt,581590,GF-HRd-Persnnl Anlyst Devlpmnt,581590,Services Of Other Depts,SVCS_OTHER_DEPTS
2718,Ef-PUC-Admin Svc,581012,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2719,RetremntPretxCorr-CtyPoliceNew,470178,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
2720,Penalty-Cost-Secured,410941,Other Property Tax,OTH_PROP_TAX,Property Taxes,PROP_TAX
2721,TTX-Gen Government Svc Charges,460175,General Government Services,460,Charges For Services,460
2722,Short-DyleMedi-CalE-RGrossChrg,465404,Emergency Room Revenues,465,Charges For Services,460
2723,ITI Fr 5W-Water Department Fd,495030,ITI Fr 5W-Water Department Fd,495030,IntraFund Transfers In,INTRAFD_TFR_IN
2724,Boiler Permit Penalties,461156,Planning & Engineering Svcs,461,Charges For Services,460
2725,GF-Taxi Commission,581011,GF-Taxi Commission,581011,Services Of Other Depts,SVCS_OTHER_DEPTS
2726,Fire Overtime Service Fees,460678,Public Safety Service Charges,460,Charges For Services,460
2727,ProceedsFromSaleOfBond-FaceAmt,480111,Proceed From Long-Term Debts,480,Other Financing Sources,480
2728,Crippled Children Care,463512,Public Health Charges,PUB_HLTH_CHG,Charges for Services,CHGS_FOR_SERVICES
2729,Rentl-Intl Term (Non-Air),437211,SFO-Passenger Terminal Rental,437,Rents & Concessions,435
2730,OTI Fr 7E-Beq-Bequests Funds,493042,Other Operating Transfers In,493,Operating Transfers In,491
2731,OTO to 6I/OIS-Reproduction Fund,0936C,Other Operating Transfers Out,593,Operating Transfers Out,591
2732,GF-Con-Management Services,581100,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2733,Relocation Benefits,539110,Relocation Benefits,539110,Other Support/Care of Persons,OTH_SUP_CARE_PERS
2734,ITI Fr3C-McfMscneConvCtrCapPrj,495016,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
2735,Exp Rec Fr Electricity (Non-AAO),875EL,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
2736,Dockage - Other Marine Svcs,464710,Port-Other Marine Services,464,Charges For Services,460
2737,Rents-Leases-Bldgs&Struct-Bdgt,530000,Rent/Lease-Building/Structure,RENTLSE_BLDG_STR,Non-Personnel Services,NON_PERS_SVCS
2738,Sr-Css-Child Support Services,581200,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2739,IP Adj Other Govt FC112,465772,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2740,Other Construction Materials,542980,Building/Construction Supplies,BLDG_CNST_SUP,Materials & Supplies,MTL_SUPP
2741,Social Security (OASDI & HI),514010,Social Security,SOC_SEC,Mandatory Fringe Benefits,MAND_FRING_BEN
2742,State Revenue Adj Subobject,445999,State-Public Assistance Progra,STATE_PUB_ASSIST_PRO,Intergovernmental: State,INTERGOV_REV_ST
2743,Is-TIS-Isd Services,581140,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2744,HlthPretaxDependntCareProgDcap,473150,Health Serv Fund-Emply Contrib,469,Charges For Services,460
2745,OTI Fr 3C/MCF-Moscone Conv Ctr,493053,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
2746,Exp Rec Fr Animal Cre&Ctrl AAO,486040,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
2747,Exp Rec Fr CON-Internal Audit (Non-AAO),875C4,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
2748,Office Supply-Citywide Contrac,549500,Other Materials & Supplies,549,Materials & Supplies,540
2749,Exp Rec Fr Animal Cre&Ctrl AAO,486040,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2750,ITI Fr 2S-Bif-Bldg Inspectn Fd,495002,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
2751,Legal Services,527310,Profess & Specialized Svcs,527,Non Personnel Services,521
2752,Medical Waste-Acute CareHosptl,463550,Public Health Charges,463,Charges For Services,460
2753,SFUSD Employee Contrib-PostTax,473236,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
2754,Bad Debts Recovery,478960,Other Operating Adjustments,OTH_OPER_ADJ,Other Revenues,OTH_REV
2755,GF-Environment,581370,GF-Environment,581370,Services Of Other Depts,SVCS_OTHER_DEPTS
2756,Dockage - Ship Repair,64110,Port-Ship Repair Services,464,Charges For Services,460
2757,Division Overhead,520290,Overhead,520,Overhead and Allocations,520
2758,Power For Resale,533110,Power for Resale,POWER_RESALE,Non-Personnel Services,NON_PERS_SVCS
2759,City Pass,466111,Transit Pass Revenue,TRANS_PASS_REV,Charges for Services,CHGS_FOR_SERVICES
2760,IP Adj Healthy SF FC113,465773,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2761,Board Fees,461181,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
2762,ITO To 3C-Eqs-EquakeSafetyImpv,595327,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
2763,Bond Fee-Public Guardian,460131,General Government Services,460,Charges For Services,460
2764,Exp Rec Fr Goboc (AAO),486360,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2765,Golf Resident Card Fees,435490,Rec & Park - Concesssions,435,Rents & Concessions,435
2766,OP Adj Other FC12,465851,Outpatient Contl Rev Deduct,OUTPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2767,OTI Fr 1G-General Fund,493001,Other Operating Transfers In,493,Operating Transfers In,491
2768,Judgements - Claims,553110,Judgments & Claims,JUDG_CLAIMS,Non-Personnel Services,NON_PERS_SVCS
2769,Retirement PickUp-Prem-Oth Adj,513790,Retirement,513,Mandatory Fringe Benefits,513
2770,State Prop 1B Local Strt Road,448916,State - Other,448,Intergovernmental Rev-State,445
2771,FEMA - Federal Share,443111,Federal-Disaster Relief,FED_DIS_RELIEF,Intergovernmental: Federal,INTER_REV_FED
2772,ITO To 2S-Osp-Open Spce&Prk Fd,595120,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
2773,Cable Car Postcards,66221,Transit Cable Car Revenue,466,Charges For Services,460
2774,Other E-R Gross Charges,465407,Emergency Room Revenues,EMERG_RM_REV,Charges for Services,CHGS_FOR_SERVICES
2775,Penalty-Alcohol TestingForDui,425175,Traffic Fines,TRAFFIC_FINES,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
2776,Parking Plan Inspection Fees,461123,Planning & Engineering Svcs,461,Charges For Services,460
2777,Health Posttax - Kaiser,473112,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
2778,Exp Rec Fr Asn Art Musm NonAAO,487010,Expend Recov-Svc to Non AAO,EXP_REC_SVC_NONAAO,Expenditure Recovery,EXP_RECOVERY
2779,Local Field Exp,523020,Employee Expenses,EMPL_EXP,Non-Personnel Services,NON_PERS_SVCS
2780,Food StampEmp&TrainngFed-Admin,440124,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
2781,Oti Fr 5z  - Sfmta Pedestrian Fund,9305Z,Other Operating Transfers In,493,Operating Transfers In,491
2782,Homeless Hsng And Supportv Svc,536510,Homeless Hsng And Supportv Svc,536510,Aid Assistance,AID_ASSIST
2783,OTI Fr 2S/BUS-Business Tax Settlement,9302Y,Other Operating Transfers In,493,Operating Transfers In,491
2784,ITO To 3C-Fps-FireProtectSysCP,595324,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
2785,RNT Administrative Citation,425912,Other Forfeitures & Penalties,OTH_FORF_PENAL,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
2786,Social Security (Oasdi & Hi),514010,Social Security,514,Mandatory Fringe Benefits,513
2787,OTI Fr 5W-Water Department Fd,493037,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
2788,HB OP MCal Pending FC102,465362,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
2789,Special Event - Cruise,436390,Port - Comm/Indst Rent/Concess,PORT_COMM_IND_RENT,Rents & Concessions,RENTS_CONCESSIONS
2790,Tuition & Fee,475111,SF Comm College Dist Rev,SFCC_DIST_REV,Other Revenues,OTH_REV
2791,Exp Rec Fr Real Estate (AAO),865RE,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
2792,County Candidate Filing Fee,460136,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
2793,Flex Reimbursements-Settlement,523040,Employee Expenses,EMPL_EXP,Non-Personnel Services,NON_PERS_SVCS
2794,Proceeds ContribFrGobToAgncyFd,480499,Proceed From Long-Term Debts,480,Other Financing Sources,480
2795,Moscone Center Garage,435214,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
2796,Fringe-Hlth Pickup-City Plan(Non-Uni),73180,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
2797,Misc Transit Operating Revenue,466999,Transit Other Operating Rev,466,Charges For Services,460
2798,Grounds Maintenance,528050,Maint Svcs-Building & Structur,MNTSVCS_BLDG_STRUC,Non-Personnel Services,NON_PERS_SVCS
2799,Escheatment,425911,Other Forfeitures & Penalties,OTH_FORF_PENAL,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
2800,Demolition Clearance Cost,539420,Demolition Clearance Cost,539420,Other Support/Care of Persons,OTH_SUP_CARE_PERS
2801,Cws Title Xx Cfda 93.667,440168,Federal - Pub Assistance Admin,FED_PUB_ASS_ADMIN,Intergovernmental: Federal,INTER_REV_FED
2802,Fringe-DentalCityPd-DeltaDentl,473201,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
2803,GF-HR-Mgmt Training,581450,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2804,Civ Ser Com Fee,460185,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
2805,GF-DPW Const. Management,581240,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2806,Fingerprinting Fees,460186,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
2807,ITO To 2S-Ctf-Courts' Fd,595321,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
2808,IP Adj Hlthy Wkrs/Kids FC111,465771,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2809,Other Fed-Public Asstnce Prog,440299,Federal - Pub Assistance Prog,FED_PUB_ASS_PROG,Intergovernmental: Federal,INTER_REV_FED
2810,Exp Rec Fr Cleanwater Non-AAO,487280,Expend Recov-Svc to Non AAO,EXP_REC_SVC_NONAAO,Expenditure Recovery,EXP_RECOVERY
2811,Inventories Adjustments,541990,Inventories,541,Materials & Supplies,540
2812,Registry - Medical Other,527880,Profess & Specialized Svcs,527,Non Personnel Services,521
2813,Medicare O-P Gross Charges,465301,Outpatient Revenues,465,Charges For Services,460
2814,BART-Muni Transfers,466302,Transit Cash Fares,TRANS_CASH_FARE,Charges for Services,CHGS_FOR_SERVICES
2815,Sidewalk Display,420340,Road Privileges & Permits,ROAD_PRIV_PERM,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
2816,Exp Rec Fr Public Defender AAO,486510,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2817,Arbitrage Rebate To IRS,552420,Taxes; Licenses & Permits,552,Non Personnel Services,521
2818,Passport Fees,460176,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
2819,Fringe-Hlth Pickup- Kaiser(Non-Unif),73182,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
2820,UnrealzdGain(Loss)-Eitc-GASB31,430310,Unrealized Gain/Loss GASB31/27,UNREAL_GL_GASB3127,Interest & Investment Income,INT_INV_INC
2821,Flex Reimbursements-Settlement,523040,Employee Expenses,523,Non Personnel Services,521
2822,RetremntPretaxCorr-CityFireNew,470180,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
2823,Capi Aid Payments,537910,Aid Payments,537,Aid Payments,537
2824,IP Adj Self-pay FC4,465744,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2825,OTO To 2S-Gol-Golf Fund,591140,Other Operating Transfers Out,593,Operating Transfers Out,591
2826,Exp Rec Fr Environment (Non-AAO),875EV,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
2827,Exp Rec Fr District Attorney (Non-AAO),875DA,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
2828,HB IP Hlthy Wkrs/Kids FC111,465271,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
2829,ISF Rec Fr Public Defender (AAO),860PD,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
2830,Common Use Gate Fees,467142,SFO-Flight Operations,467,Charges For Services,460
2831,Food StampEmp&TrainngFed-Admin,440124,Federal - Pub Assistance Admin,FED_PUB_ASS_ADMIN,Intergovernmental: Federal,INTER_REV_FED
2832,Exp Rec Fr Retirement Sys AAO,486640,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2833,CalWorks (Fed-Aid),440201,Federal-Public Assistance Prog,440,Intergovernmental Rev-Federal,440
2834,Electricity Sale-Wholesale,468618,Electricity Sales,468,Charges For Services,460
2835,State Mandtd ElectnCostSB90Etc,448927,State - Other,448,Intergovernmental Rev-State,445
2836,Rail Vehicle Supplies,543210,Equipment Mntc Supplies,EQUIP_MNTC_SUP,Materials & Supplies,MTL_SUPP
2837,Prking Fees-VarRec-PrkFacilt,435225,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
2838,Dockage - Harbor Services,464210,Port - Harbor Services,PORT_HARBOR_SVC,Charges for Services,CHGS_FOR_SERVICES
2839,Prosthesis,544440,Hospital: Clinic/Lab Supplies,HOSP_CLIN_LAB_SUPP,Materials & Supplies,MTL_SUPP
2840,CalStateDeptEd-Stage2ChildCare,440150,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
2841,Health Posttax-Pacific Care,73113,Health Serv Fund-Emply Contrib,469,Charges For Services,460
2842,Healthy SF W- Hcci-C-A-I-P Adj,465856,Revenue Deductions,465,Charges For Services,460
2843,Training Costs Paid To Emplye,522010,Training,TRAINING,Non-Personnel Services,NON_PERS_SVCS
2844,Exp Rec Fr Sfccd (AAO),486160,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2845,Color Scheme Permit-Lease Pymt,420237,Other Business-Prof Licenses,420,Licenses; Permits & Franchises,420
2846,Tire Rent,531220,Rents & Leases-Equipment,531,Non Personnel Services,521
2847,Exp Rec Fr Med Exam-Coronr AAO,486210,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
2848,Exp Rec Fr Fine Arts Musm AAO,486330,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
2849,Child Support Offsetting Aid,479995,Other Non-Operating Revenues,479,Other Revenues,475
2850,COI - Other Short Term Debt,527240,Profess & Specialized Svcs,527,Non Personnel Services,521
2851,IP Adj MCal Pending FC102,465762,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2852,Platform Trust CCSF-Contrib,518010,Platform Trust Fund,518,Mandatory Fringe Benefits,513
2853,CharitableAlloI-PSlidingFeeAdj,465824,Revenue Deductions,465,Charges For Services,460
2854,Local Transportation Fd Admin,460141,General Government Services,460,Charges For Services,460
2855,Electronic Collection-LIB Only,549720,Other Materials/Supplies,OTH_MATL_SUPP,Materials & Supplies,MTL_SUPP
2856,Litigation Expenses-Legal Fees,553230,Judgments & Claims,553,Non Personnel Services,521
2857,Fed Grants Pass-Thru State-Oth,444931,Federal - Other,FED_OTHER,Intergovernmental: Federal,INTER_REV_FED
2858,Ef-PUC-Water,581061,Ef-PUC-Water,581061,Services Of Other Depts,SVCS_OTHER_DEPTS
2859,HB OP Hlthy Wkrs/Kids FC111,465371,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
2860,Medical Waste-Common Storage Facility,63560,Public Health Charges,463,Charges For Services,460
2861,"Fringe-Dental City Pd,Unknown City Plan",73202,Health Serv Fund-Emply Contrib,469,Charges For Services,460
