program_id,program,program_code,department,department_code,organization_group,organization_group_code,related_govt_units
611,MRD-Construction Division (Const),BEK,MYR Mayor,MYR,General Administration & Finance,6,No
612,Branch Program,EEG,LIB Public Library,LIB,Culture & Recreation,5,No
613,Indigent Defense/Grand Jury,AML,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
614,Administration-Fire Department,ASF,FIR Fire Department,FIR,Public Protection,1,No
615,Technology,BIT,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
616,Mapping,BA6,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
617,No Program Defined,XXX,HSS Health Service System,HSS,General Administration & Finance,6,Yes
618,No Program Defined,XXX,TJP Transbay Joint Power Auth,TJP,"Public Works, Transportation & Commerce",2,Yes
619,Integrated Intake,CGQ,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
620,CHF-Public Health,CBD,DPH Public Health,DPH,Community Health,4,No
621,Community Arts & Education-General Admin,EEX,ART Arts Commission,ART,Culture & Recreation,5,No
622,Environmental Health,DA2,MYR Mayor,MYR,General Administration & Finance,6,No
623,Architecture,BAM,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
624,Wastewater Operations,BAX,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
625,No Program Defined,NKEY,MYR Mayor,MYR,General Administration & Finance,6,No
626,Parking & Traffic,BE2,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
627,No Program Defined,XXX,CTA SF County Transprtn Auth,CTA,"Public Works, Transportation & Commerce",2,No
628,Maintenance,MAINT,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
629,Comm Hlth - Prevention - Aids,DPC,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
630,Children's Baseline,FAL,BOS Board Of Supervisors,BOS,General Administration & Finance,6,No
631,General City Responsibilities,FCZ,REG Elections,REG,General Administration & Finance,6,No
632,General City Responsibilities,FCZ,DEM Emergency Management,ECD,Public Protection,1,No
633,Capital-CPC Funded,CAPCP,REG Elections,REG,General Administration & Finance,6,No
634,No Program Defined,XXX,ADP Adult Probation,ADP,Public Protection,1,Yes
635,City Administrator - Administration,FAC,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
636,Power Utility Field Services,BDH,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
637,Agency Wide Expenses,BEG,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
638,Board - Legislative Analysis,FAQ,BOS Board Of Supervisors,BOS,General Administration & Finance,6,No
639,Maintenance-CPC Funded,MAINC,ART Arts Commission,ART,Culture & Recreation,5,No
640,Operating,OPR,TJP Transbay Joint Power Auth,TJP,"Public Works, Transportation & Commerce",2,Yes
641,Wastewater Operations,BAX,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
642,Disaster Recovery,RCVY,PUC Public Utilities Commsn,PUC,"Public Works, Transportation & Commerce",2,No
643,Current Planning,FDP,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
644,In Home Supportive Services,CIM,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
645,Capital-CPC Funded,CAPCP,MYR Mayor,MYR,General Administration & Finance,6,No
646,Hetch Hetchy Capital Projects,BCP,DPH Public Health,DPH,Community Health,4,No
647,Operating,OPR,CAT City Attorney,CAT,General Administration & Finance,6,No
648,Hetch Hetchy Capital Projects,BCP,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
649,Recreation,ECU,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
650,Wastewater Disposal,BDD,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
651,No Program Defined,NKEY,DPH Public Health,DPH,Community Health,4,No
652,Water Source Of Supply,BDJ,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
653,Economic Development,BK5,AAM Asian Art Museum,AAM,Culture & Recreation,5,No
654,Administrative,ADMIN,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
655,Fire Support Services,AEF,FIR Fire Department,FIR,Public Protection,1,No
656,Technology,TECH,FIR Fire Department,FIR,Public Protection,1,No
657,Solid Waste Management,BAI,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
658,Inspection Services,BIS,DBI Building Inspection,DBI,"Public Works, Transportation & Commerce",2,No
659,Sheriff Field Services,AFS,SHF Sheriff,SHF,Public Protection,1,No
660,MRD-Construction Division (Const),BEK,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
661,Rec & Park Administration,EIA,CPC City Planning,CPC,General Administration & Finance,6,No
662,Hetch Hetchy Administration,BCO,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
663,Clean Water Grants,BAD,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
664,Integrated Police Prosecution / Subpoena,AIG,DAT District Attorney,DAT,Public Protection,1,No
665,Disaster Recovery,RCVY,DAT District Attorney,DAT,Public Protection,1,No
666,Hetch Hetchy Capital Projects,BCP,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
667,Academy Of Sciences,EEH,SCI Academy Of Sciences,SCI,Culture & Recreation,5,No
668,Branch Program,EEG,ART Arts Commission,ART,Culture & Recreation,5,No
669,DPW Interdepartment Work Order Program,BX1,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
670,Criminal Justice,CGD,DT GSA - Technology,TIS,General Administration & Finance,6,No
671,Operations And Administration,ACM,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
672,Water Source Of Supply,BDJ,CPC City Planning,CPC,General Administration & Finance,6,No
673,Local Agency Formation,FAT,BOS Board Of Supervisors,BOS,General Administration & Finance,6,No
674,Capital,CAP,PRT Port,PRT,"Public Works, Transportation & Commerce",2,Yes
675,Disaster Recovery,RCVY,ADP Adult Probation,ADP,Public Protection,1,No
676,MRD-Chief Operating Officer Div (COO),BER,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
677,Capital,CAP,HSA Human Services Agency,HSA,Human Welfare & Neighborhood Development,3,No
678,"Management, Budget And Analysis",FEB,CON Controller,CON,General Administration & Finance,6,No
679,Debt Service,BDQ,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
680,Development & Planning,EAC,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
681,Supply & Treatment,BCG,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
682,Administrative,ADMIN,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
683,Street Use Management,BAT,DT GSA - Technology,TIS,General Administration & Finance,6,No
684,Commute Assistance,FES,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
685,Power Infrastructure Development,BDI,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
686,No Program Defined,XXX,CRT Superior Court,CRT,Public Protection,1,Yes
687,General City Responsibilities,FCZ,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
688,No Program Defined,XXX,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
689,Emergency Services,BIV,FIR Fire Department,FIR,Public Protection,1,No
690,Disaster Recovery,RCVY,CON Controller,CON,General Administration & Finance,6,No
691,Civil Service Commission,FCV,CSC Civil Service Commission,CSC,General Administration & Finance,6,No
692,Administrative,ADMIN,WOM Status of Women,WOM,Human Welfare & Neighborhood Development,3,No
693,No Program Defined,XXX,GEN General City / Unallocated,GEN,General City Responsibilities,7,Yes
694,Taxi Services,BE6,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
695,Golf Course,ECG,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
696,Legal,BEZ,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
697,Chief Operating Officer,BG4,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
698,Mental Health - Acute Care,DQM,DPH Public Health,DPH,Community Health,4,No
699,Street Environmental Services,BAZ,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
700,Criminal And Special Defense,AIB,PDR Public Defender,PDR,Public Protection,1,No
701,Enforcement,BKQ,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
702,Planning And Research,ACN,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
703,Appeals Processing,BAH,BOA Board Of Appeals - PAB,PAB,"Public Works, Transportation & Commerce",2,No
704,Dispute Resolution Program,AIK,CRT Superior Court,CRT,Public Protection,1,No
705,Reproduction Services,FCB,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
706,County Education Services,EEE,USD County Education Office,USD,Human Welfare & Neighborhood Development,3,No
707,Golf Course,ECG,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
708,CHF-Administration,CBA,DPH Public Health,DPH,Community Health,4,No
709,Admin/Finance,BKU,DT GSA - Technology,TIS,General Administration & Finance,6,No
710,SFPD Training,ACO,POL Police,POL,Public Protection,1,No
711,No Program Defined,XXX,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
712,Committee On Information Technology,FIT,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
713,Technology,TECH,POL Police,POL,Public Protection,1,No
714,General Management,BCR,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
715,Concourse Authority,ECT,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
716,Clean Powersf,BC5,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
717,Substance Abuse - Community Support,DSS,DPH Public Health,DPH,Community Health,4,No
718,Operating,OPR,CRT Superior Court,CRT,Public Protection,1,No
719,Water Facilities Maintenance Projects,BCJ,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
720,Maintenance,BKY,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
721,Operating,OPR,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
722,Solar Power Program,BK8,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
723,No Program Defined,NKEY,ADP Adult Probation,ADP,Public Protection,1,No
724,Sfhn-Managed Care,DHM,DPH Public Health,DPH,Community Health,4,No
725,DPW Bureau Overhead Program,BX2,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
726,Governance And Outreach,BK4,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
727,No Program,No Program Code,SHF Sheriff,SHF,Public Protection,1,No
728,Operating,OPR,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
729,Children's Services,CBF,LIB Public Library,LIB,Culture & Recreation,5,No
730,No Program Defined,XXX,AAM Asian Art Museum,AAM,Culture & Recreation,5,No
731,Disaster Recovery,RCVY,CAT City Attorney,CAT,General Administration & Finance,6,No
732,Laguna Honda Hosp - Acute Care,DBG,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
733,Fire Suppression,AEC,FIR Fire Department,FIR,Public Protection,1,No
734,No Program,No Program Code,ADP Adult Probation,ADP,Public Protection,1,No
735,Capital Facilities,EGB,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
736,Engineering,BCU,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
737,Capital Projects,ECS,ART Arts Commission,ART,Culture & Recreation,5,No
738,Operations & Maintenance,EED,WAR War Memorial,WAR,Culture & Recreation,5,No
739,Water Pumping,BDL,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
740,Narcotics Forfeiture,ACC,POL Police,POL,Public Protection,1,No
741,No Program Defined,XXX,ETH Ethics Commission,ETH,General Administration & Finance,6,No
742,Capital,CAP,SCI Academy of Sciences,SCI,Culture & Recreation,5,No
743,Mental Health - Community Care,DMM,DPH Public Health,DPH,Community Health,4,No
744,Public Administrator/Guardian,AQA,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
745,No Program Defined,XXX,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
746,No Program Defined,NKEY,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
747,CHF-Public Health,CBD,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
748,Wastewater Treatment,BDC,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
749,Maintenance-CPC Funded,MAINC,SCI Academy of Sciences,SCI,Culture & Recreation,5,No
750,SFGH - Acute Care - Psychiatry,D1P,DPH Public Health,DPH,Community Health,4,No
751,Neighborhood Beautification,FER,MYR Mayor,MYR,General Administration & Finance,6,No
752,Legal Service,FC2,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
753,Public Service,F10,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
754,MRD-Operations Division(OP),BEA,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
755,Hetch Hetchy Capital Projects,BCP,FIR Fire Department,FIR,Public Protection,1,No
756,Justis Project - City Adm Office,AJU,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
757,Farmer's Market,AOA,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
758,Property Conservation,BAP,DBI Building Inspection,DBI,"Public Works, Transportation & Commerce",2,No
759,Development & Planning,EAC,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
760,Water Capital Projects,BCI,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
761,No Program Defined,XXX,ADM Gen Svcs Agency-City Admin,ADM,Public Protection,1,No
762,No Program Defined,XXX,HRC Human Rights Commission,HRC,Human Welfare & Neighborhood Development,3,No
763,No Program Defined,NKEY,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
764,Supply & Treatment,BCG,CAT City Attorney,CAT,General Administration & Finance,6,No
765,Disaster Recovery,RCVY,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
766,CHF-Juvenile Probation,CBE,JUV Juvenile Probation,JUV,Public Protection,1,No
767,No Program Defined,NKEY,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
768,Seismic Safety Loan Program,BK2,MYR Mayor,MYR,General Administration & Finance,6,No
769,Technology,TECH,DT  GSA - Technology,TIS,General Administration & Finance,6,No
770,Maintenance,BKY,DT GSA - Technology,TIS,General Administration & Finance,6,No
771,Capital-CPC Funded,CAPCP,FIR Fire Department,FIR,Public Protection,1,No
772,Grant Services,AKI,PDR Public Defender,PDR,Public Protection,1,No
773,Administrative,ADMIN,DEM Emergency Management,DEM,Public Protection,1,No
774,Laguna Honda - Long Term Care,DA5,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
775,County Education Services,EEE,CCD SF Communtiy College Dist,CCD,Human Welfare & Neighborhood Development,3,Yes
776,No Program Defined,NKEY,GEN General City / Unallocated,UNA,General City Responsibilities,7,No
777,Moscone Expansion Project,BGP,MYR Mayor,MYR,General Administration & Finance,6,No
778,Technology-COIT Funded,TECHC,HOM Homelessness Services,HOM,Human Welfare & Neighborhood Development,3,No
779,Water Programmatic Projects,BCK,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
780,Water Treatment,BDM,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
781,Judgment & Claims Against,FCI,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
782,Community Redevelopment,CRD,CII Commty Invest & Infrstrctr,CII,Human Welfare & Neighborhood Development,3,Yes
783,Departmental Fund Transfer,AZZ,POL Police,POL,Public Protection,1,No
784,Children's Baseline,FAL,JUV Juvenile Probation,JUV,Public Protection,1,No
785,Program Support,CAP,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
786,Earthquake Safety Program,BA8,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
787,Disaster Recovery,RCVY,LLB Law Library,LLB,Culture & Recreation,5,No
788,No Program Defined,BXX,CON Controller,CON,General Administration & Finance,6,No
789,Maintenance,BKY,ART Arts Commission,ART,Culture & Recreation,5,No
790,Water Capital Projects,BCI,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
791,Capital,CAP,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
792,Indigent Defense/Grand Jury,AML,CRT Superior Court,CRT,Public Protection,1,No
793,Engineering & Environmental,BK9,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
794,Muni-General Management,BKM,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
795,Hetch Hetchy Capital Projects,BCP,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
796,Retirement Services,FDD,RET Retirement System,RET,General Administration & Finance,6,No
797,Capital Projects,ECS,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
798,City Administrator Support,FAW,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
799,Jail Services,AKP,SHF Sheriff,SHF,Public Protection,1,No
800,Administrative,ADMIN,CON Controller,CON,General Administration & Finance,6,Yes
801,Street Environmental Services,BAZ,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
802,Operating,OPR,HSA Human Services Agency,HSA,Human Welfare & Neighborhood Development,3,No
803,County Jail 8 & 9,AKN,SHF Sheriff,SHF,Public Protection,1,No
804,Affordable Housing,FFC,MYR Mayor,MYR,General Administration & Finance,6,No
805,MRD-Human Resources Division (HR),BEE,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
806,Hetch Hetchy Capital Projects,BCP,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
807,Airport Director,BG5,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
808,Street And Sewer Repair,BA2,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
809,No Program Defined,XXX,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
810,Operating,OPR,CFC Children & Families Commsn,CFC,Human Welfare & Neighborhood Development,3,No
811,Forensics - Ambulatory Care,DMF,DPH Public Health,DPH,Community Health,4,No
812,City Capital Projects,BAW,LIB Public Library,LIB,Culture & Recreation,5,No
813,Violence Prevention,CVP,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
814,Power Utility Services,BCC,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
815,Hetch Hetchy Administration,BCO,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
816,Cases Consortium,CAR,CSS Child Support Services,CSS,Human Welfare & Neighborhood Development,3,No
817,General Purpose Vehicle &,FDB,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
818,Water Supply & Power Operations,BCB,DT GSA - Technology,TIS,General Administration & Finance,6,No
819,Workers Compensation,FDE,HRD Human Resources,HRD,General Administration & Finance,6,No
820,Capital Programs & Construction,BE7,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
821,No Program,No Program Code,DAT District Attorney,DAT,Public Protection,1,No
822,Juvenile Bureau,ACD,POL Police,POL,Public Protection,1,No
823,Administrative,ADMIN,ADM GSA - City Administrator,ADM,General Administration & Finance,6,Yes
824,Engineering Consultation,BAV,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
825,Strategic Planning/Compliance,BCV,CAT City Attorney,CAT,General Administration & Finance,6,No
826,No Program Defined,EXX,WAR War Memorial,WAR,Culture & Recreation,5,No
827,Operating,OPR,PUC Public Utilities Commsn,PUC,"Public Works, Transportation & Commerce",2,No
828,No Program Defined,NKEY,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
829,311 Call Center,FFO,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
830,No Program Defined,NKEY,CSS Child Support Services,CSS,Human Welfare & Neighborhood Development,3,No
831,Zoo Operations,ECI,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
832,No Program,No Program Code,POL Police,POL,Public Protection,1,No
833,Streetlight Maintenance & Lhp Admin,BC2,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
834,Operations & Maintenance,BGE,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
835,Administrative,ADMIN,POL Police,POL,Public Protection,1,No
836,Management/Administration,FEC,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
837,SFGH - Acute Care - Forensics,D1F,DPH Public Health,DPH,Community Health,4,No
838,Medical Examiner,ASG,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
839,Claims,FA2,CAT City Attorney,CAT,General Administration & Finance,6,No
840,Health Service System,FEE,HSS Health Service System,HSS,General Administration & Finance,6,No
841,Parks,EAP,MYR Mayor,MYR,General Administration & Finance,6,No
842,Environmental Planning,FFP,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
843,Solar Power Program,BK8,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
844,Maintenance-CPC Funded,MAINC,WAR War Memorial,WAR,Culture & Recreation,5,No
845,Operating,OPR,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
846,"Facilities Maintenance,Construction",BGH,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
847,No Program Defined,BXX,POL Police,POL,Public Protection,1,No
848,Acute Care Psychiatry,DIP,DPH Public Health,DPH,Community Health,4,No
849,Operating,OPR,WOM Status of Women,WOM,Human Welfare & Neighborhood Development,3,No
850,Marina Yacht Harbor,ECE,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
851,City Capital Projects,BAW,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
852,Disaster Recovery,RCVY,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
853,Water Resources,BC4,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
854,Disaster Recovery,RCVY,ETH Ethics Commission,ETH,General Administration & Finance,6,No
855,Children's Baseline,FAL,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
856,No Program Defined,XXX,CAT City Attorney,CAT,General Administration & Finance,6,No
857,CHF-Juvenile Probation,CBE,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
858,Police Operations,AGB,POL Police,POL,Public Protection,1,No
859,CWP-Non Program Specific-Revenue,BRV,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
860,Training,ATR,FIR Fire Department,FIR,Public Protection,1,No
861,CHF-Rec & Park,CBB,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
862,"Security, Safety, Training & Enforcement",BE3,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
863,Water Capital Projects,BCI,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
864,Laguna Honda Hospital,DEX,MYR Mayor,MYR,General Administration & Finance,6,No
865,Operating,OPR,JUV Juvenile Probation,JUV,Public Protection,1,Yes
866,Capital,CAP,PDR Public Defender,PDR,Public Protection,1,No
867,Case Management,CIN,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
868,Marina Harbor,ECY,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
869,Community Services,AKB,JUV Juvenile Probation,JUV,Public Protection,1,No
870,Wastewater Collection,BDE,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
871,Cultural Enrichment,EEL,ART Arts Commission,ART,Culture & Recreation,5,No
872,Wastewater Operations,BAX,CAT City Attorney,CAT,General Administration & Finance,6,No
873,Capital,CAP,REG Elections,REG,General Administration & Finance,6,No
874,Engineering & Environmental,BK9,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
875,Operating,OPR,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
876,Operations & Maintenance,EED,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
877,No Program Defined,BXX,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
878,Investigations,ACB,POL Police,POL,Public Protection,1,No
879,No Program Defined,XXX,FAM Fine Arts Museum,FAM,Culture & Recreation,5,No
880,I D Maintenance & Opr Of Bldg,BAS,GEN General City / Unallocated,UNA,General City Responsibilities,7,No
881,Sheriff Administration,ASB,SHF Sheriff,SHF,Public Protection,1,No
882,Water Capital Projects,BCI,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
883,Administrative,ADMIN,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
884,Convention Facilities Program Management,EAD,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
885,Administration,FED,RET Retirement System,RET,General Administration & Finance,6,Yes
886,Public Finance,FFG,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
887,No Program Defined,NKEY,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
888,Disaster Recovery,RCVY,DPH Public Health,DPH,Community Health,4,No
889,No Program Defined,XXX,CII Commty Invest & Infrstrctr,CII,Human Welfare & Neighborhood Development,3,Yes
890,Client Services,FD1,HRD Human Resources,HRD,General Administration & Finance,6,No
891,Laguna Honda - Long Term Care,DA5,HRD Human Resources,HRD,General Administration & Finance,6,No
892,Neighborhood Services,EAE,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
893,Administration,BDA,CAT City Attorney,CAT,General Administration & Finance,6,No
894,Shelter & Housing,CSH,HOM HOMELESSNESS SERVICES,HOM,Human Welfare & Neighborhood Development,3,No
895,General Management,BCR,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
896,MRD-Construction Division (Const),BEK,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
897,Disaster Recovery,RCVY,BOS Board of Supervisors,BOS,General Administration & Finance,6,No
898,Operating,OPR,CSS Child Support Services,CSS,Human Welfare & Neighborhood Development,3,No
899,San Bruno Jail No. 3 Replacement,AJS,SHF Sheriff,SHF,Public Protection,1,No
900,Disaster Recovery,RCVY,RET Retirement System,RET,General Administration & Finance,6,Yes
901,Hetch Hetchy Programmatic Project,BCY,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
902,Treasure Island,BK6,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,Yes
903,Park Preservation,EAF,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
904,Neighborhood Beautification,FER,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
905,Operating,OPR,SCI Academy of Sciences,SCI,Culture & Recreation,5,No
906,Office Of Emergency Service,ASK,SHF Sheriff,SHF,Public Protection,1,No
907,No Program Defined,XXX,DAT District Attorney,DAT,Public Protection,1,No
908,Technology,BIT,DT GSA - Technology,TIS,General Administration & Finance,6,No
909,Street Artists,EEM,ART Arts Commission,ART,Culture & Recreation,5,No
910,Capital,CAP,CCD SF Communtiy College Dist,CCD,Human Welfare & Neighborhood Development,3,Yes
911,Human Welfare & Neighborhood Development,CAS,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
912,Homeless Services,CAN,MYR Mayor,MYR,General Administration & Finance,6,No
913,Grants For The Arts,FEQ,ART Arts Commission,ART,Culture & Recreation,5,No
914,Outreach & Prevention,COT,HOM HOMELESSNESS SERVICES,HOM,Human Welfare & Neighborhood Development,3,No
915,Capital-CPC Funded,CAPCP,DEM Emergency Management,DEM,Public Protection,1,No
